heuristica,n,m,replicacao,tempo,iteracoes,valor,parametro
blnm_monotona_randomizada,75,50,7,0.0755,1144,161,0.9
blnm_monotona_randomizada,75,50,8,2.5208,4241,108,0.1
blnm_monotona_randomizada,75,50,8,1.0887,2225,103,0.2
blnm_monotona_randomizada,75,50,8,0.6779,1401,108,0.3
blnm_monotona_randomizada,75,50,8,0.6985,1892,112,0.4
blnm_monotona_randomizada,75,50,8,0.6394,1960,114,0.5
blnm_monotona_randomizada,75,50,8,0.4782,1968,123,0.6
blnm_monotona_randomizada,75,50,8,0.5925,3121,124,0.7
blnm_monotona_randomizada,75,50,8,0.1725,1450,150,0.8
blnm_monotona_randomizada,75,50,8,0.0713,1182,162,0.9
blnm_monotona_randomizada,75,50,9,1.2363,2067,131,0.1
blnm_monotona_randomizada,75,50,9,0.8133,1560,122,0.2
blnm_monotona_randomizada,75,50,9,0.8922,2005,122,0.3
blnm_monotona_randomizada,75,50,9,0.5269,1319,139,0.4
blnm_monotona_randomizada,75,50,9,0.6582,2139,133,0.5
blnm_monotona_randomizada,75,50,9,0.4816,1801,139,0.6
blnm_monotona_randomizada,75,50,9,0.3648,1919,153,0.7
blnm_monotona_randomizada,75,50,9,0.3880,3081,156,0.8
blnm_monotona_randomizada,75,50,9,0.0734,1045,183,0.9
blnm_monotona_randomizada,75,50,10,2.1376,3637,112,0.1
blnm_monotona_randomizada,75,50,10,1.1845,2286,114,0.2
blnm_monotona_randomizada,75,50,10,1.0440,2321,114,0.3
blnm_monotona_randomizada,75,50,10,1.0404,2723,118,0.4
blnm_monotona_randomizada,75,50,10,0.4526,1337,120,0.5
blnm_monotona_randomizada,75,50,10,0.3532,1261,135,0.6
blnm_monotona_randomizada,75,50,10,0.3412,1784,143,0.7
blnm_monotona_randomizada,75,50,10,0.2137,1914,161,0.8
blnm_monotona_randomizada,75,50,10,0.1218,1998,168,0.9
blnm_monotona_randomizada,100,50,1,2.4014,3582,137,0.1
blnm_monotona_randomizada,100,50,1,1.6254,2797,131,0.2
blnm_monotona_randomizada,100,50,1,0.7046,1359,147,0.3
blnm_monotona_randomizada,100,50,1,1.9932,3942,135,0.4
blnm_monotona_randomizada,100,50,1,0.8103,1848,144,0.5
blnm_monotona_randomizada,100,50,1,0.3778,1179,170,0.6
blnm_monotona_randomizada,100,50,1,0.3381,1329,176,0.7
blnm_monotona_randomizada,100,50,1,0.1971,1230,181,0.8
blnm_monotona_randomizada,100,50,1,0.2188,2928,182,0.9
blnm_monotona_randomizada,100,50,2,2.0512,2783,144,0.1
blnm_monotona_randomizada,100,50,2,1.9546,3222,137,0.2
blnm_monotona_randomizada,100,50,2,1.3616,2599,134,0.3
blnm_monotona_randomizada,100,50,2,0.8324,1865,133,0.4
blnm_monotona_randomizada,100,50,2,0.7680,2143,145,0.5
blnm_monotona_randomizada,100,50,2,0.4139,1437,149,0.6
blnm_monotona_randomizada,100,50,2,0.3258,1489,164,0.7
blnm_monotona_randomizada,100,50,2,0.2636,1831,159,0.8
blnm_monotona_randomizada,100,50,2,0.0820,1141,189,0.9
blnm_monotona_randomizada,100,50,3,2.6228,3838,128,0.1
blnm_monotona_randomizada,100,50,3,1.3181,2068,138,0.2
blnm_monotona_randomizada,100,50,3,1.2703,2282,143,0.3
blnm_monotona_randomizada,100,50,3,1.2060,2547,141,0.4
blnm_monotona_randomizada,100,50,3,0.8772,2013,152,0.5
blnm_monotona_randomizada,100,50,3,0.8843,2368,153,0.6
blnm_monotona_randomizada,100,50,3,0.5398,2181,155,0.7
blnm_monotona_randomizada,100,50,3,0.2500,1544,171,0.8
blnm_monotona_randomizada,100,50,3,0.2025,2405,180,0.9
blnm_monotona_randomizada,100,50,4,3.6739,4552,133,0.1
blnm_monotona_randomizada,100,50,4,0.8514,1397,149,0.2
blnm_monotona_randomizada,100,50,4,1.0802,2079,141,0.3
blnm_monotona_randomizada,100,50,4,1.1016,2550,139,0.4
blnm_monotona_randomizada,100,50,4,0.8341,2217,141,0.5
blnm_monotona_randomizada,100,50,4,0.4686,1645,151,0.6
blnm_monotona_randomizada,100,50,4,0.4226,1912,147,0.7
blnm_monotona_randomizada,100,50,4,0.2732,1882,164,0.8
blnm_monotona_randomizada,100,50,4,0.0946,1367,193,0.9
blnm_monotona_randomizada,100,50,5,2.4412,3807,121,0.1
blnm_monotona_randomizada,100,50,5,1.5432,2684,126,0.2
blnm_monotona_randomizada,100,50,5,0.9486,1892,113,0.3
blnm_monotona_randomizada,100,50,5,1.1295,2629,128,0.4
blnm_monotona_randomizada,100,50,5,0.5806,1576,141,0.5
blnm_monotona_randomizada,100,50,5,0.3587,1253,153,0.6
blnm_monotona_randomizada,100,50,5,0.3078,1448,174,0.7
blnm_monotona_randomizada,100,50,5,0.1695,1136,171,0.8
blnm_monotona_randomizada,100,50,5,0.0817,1214,193,0.9
blnm_monotona_randomizada,100,50,6,0.6861,1062,154,0.1
blnm_monotona_randomizada,100,50,6,0.9593,1623,132,0.2
blnm_monotona_randomizada,100,50,6,1.0253,2083,138,0.3
blnm_monotona_randomizada,100,50,6,0.8750,2050,143,0.4
blnm_monotona_randomizada,100,50,6,0.5932,1513,149,0.5
blnm_monotona_randomizada,100,50,6,0.3686,1179,158,0.6
blnm_monotona_randomizada,100,50,6,0.3841,1628,166,0.7
blnm_monotona_randomizada,100,50,6,0.2083,1215,167,0.8
blnm_monotona_randomizada,100,50,6,0.2144,2594,181,0.9
blnm_monotona_randomizada,100,50,7,1.3761,1765,149,0.1
blnm_monotona_randomizada,100,50,7,2.9889,4270,133,0.2
blnm_monotona_randomizada,100,50,7,1.6267,2770,142,0.3
blnm_monotona_randomizada,100,50,7,0.6951,1437,151,0.4
blnm_monotona_randomizada,100,50,7,0.5741,1555,158,0.5
blnm_monotona_randomizada,100,50,7,0.3533,1185,155,0.6
blnm_monotona_randomizada,100,50,7,0.2636,1208,171,0.7
blnm_monotona_randomizada,100,50,7,0.2281,1596,182,0.8
blnm_monotona_randomizada,100,50,7,0.1490,1918,187,0.9
blnm_monotona_randomizada,100,50,8,2.2594,3405,136,0.1
blnm_monotona_randomizada,100,50,8,2.5359,3818,119,0.2
blnm_monotona_randomizada,100,50,8,1.2825,2115,122,0.3
blnm_monotona_randomizada,100,50,8,1.0219,1910,147,0.4
blnm_monotona_randomizada,100,50,8,0.6078,1455,147,0.5
blnm_monotona_randomizada,100,50,8,0.6352,1857,158,0.6
blnm_monotona_randomizada,100,50,8,0.3913,1427,166,0.7
blnm_monotona_randomizada,100,50,8,0.4825,2533,162,0.8
blnm_monotona_randomizada,100,50,8,0.1042,1147,177,0.9
blnm_monotona_randomizada,100,50,9,2.8707,3492,128,0.1
blnm_monotona_randomizada,100,50,9,2.2531,3113,115,0.2
blnm_monotona_randomizada,100,50,9,1.9489,3185,131,0.3
blnm_monotona_randomizada,100,50,9,1.3301,2632,132,0.4
blnm_monotona_randomizada,100,50,9,0.5443,1279,144,0.5
blnm_monotona_randomizada,100,50,9,0.5964,1712,146,0.6
blnm_monotona_randomizada,100,50,9,0.7275,2867,145,0.7
blnm_monotona_randomizada,100,50,9,0.6266,3644,153,0.8
blnm_monotona_randomizada,100,50,9,0.1905,2033,164,0.9
blnm_monotona_randomizada,100,50,10,2.6138,3278,142,0.1
blnm_monotona_randomizada,100,50,10,2.0863,3017,129,0.2
blnm_monotona_randomizada,100,50,10,0.9319,1495,151,0.3
blnm_monotona_randomizada,100,50,10,0.9389,1759,147,0.4
blnm_monotona_randomizada,100,50,10,0.6232,1553,151,0.5
blnm_monotona_randomizada,100,50,10,0.7244,2057,161,0.6
blnm_monotona_randomizada,100,50,10,0.3926,1332,172,0.7
blnm_monotona_randomizada,100,50,10,0.2188,1189,172,0.8
blnm_monotona_randomizada,100,50,10,0.1519,1650,199,0.9
